Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
Serhiy Leonidovych Fesenko,Soviet Union,URS,Summer,1980,Moskva,Swimming,400m individual medley,Silver,Men
Sergey Vasilyevich Fesikov,Russia,RUS,Summer,2012,London,Swimming,4x100m freestyle relay,Bronze,Men
"Nicholas David ""Nick"" Ffrost",Australia,AUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Bronze,Men
Solenne Nadge Figus (-Saint Marie),France,FRA,Summer,2004,Athina,Swimming,200m freestyle,Bronze,Women
Alessia Filippi,Italy,ITA,Summer,2008,Beijing,Swimming,800m freestyle,Silver,Women
Sharon Evans Finneran (-Rittenhouse),United States,USA,Summer,1964,Tokyo,Swimming,400m individual medley,Silver,Women
Domenico Fioravanti,Italy,ITA,Summer,2000,Sydney,Swimming,100m breaststroke,Gold,Men
Domenico Fioravanti,Italy,ITA,Summer,2000,Sydney,Swimming,200m breaststroke,Gold,Men
Erik J. Fish,Canada,CAN,Summer,1972,Munich,Swimming,4x100m medley relay,Bronze,Men
George Robert Fissler,United States,USA,Summer,1932,Los Angeles,Swimming,4x200m freestyle relay,Silver,Men
Ralph Drew Flanagan,United States,USA,Summer,1936,Berlin,Swimming,4x200m freestyle relay,Silver,Men
Thomas Flemming,East Germany,GDR,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Bronze,Men
Thomas Flemming,East Germany,GDR,Summer,1988,Seoul,Swimming,4x200m freestyle relay,Silver,Men
Jennie Fletcher (-Hyslop),Great Britain,GBR,Summer,1912,Stockholm,Swimming,100m freestyle,Bronze,Women
Jennie Fletcher (-Hyslop),Great Britain,GBR,Summer,1912,Stockholm,Swimming,4x100m freestyle relay,Gold,Women
"Jeffrey James ""Jeff"" Float",United States,USA,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Gold,Men
Hartmut Flckner,East Germany,GDR,Summer,1972,Munich,Swimming,4x100m medley relay,Silver,Men
Rzvan Ionu Florea,Romania,ROU,Summer,2004,Athina,Swimming,200m backstroke,Bronze,Men
LeLei Alofa Fonoimoana (-Moore),United States,USA,Summer,1976,Montreal,Swimming,4x100m medley relay,Silver,Women
Alan Robert Ford,United States,USA,Summer,1948,London,Swimming,100m freestyle,Silver,Men
Michelle Jan Ford (-Eriksson),Australia,AUS,Summer,1980,Moskva,Swimming,800m freestyle,Gold,Women
Michelle Jan Ford (-Eriksson),Australia,AUS,Summer,1980,Moskva,Swimming,200m butterfly,Bronze,Women
"William Ronald ""Bill"" Forrester, Jr.",United States,USA,Summer,1976,Montreal,Swimming,200m butterfly,Bronze,Men
"William ""Willie"" Foster",Great Britain,GBR,Summer,1908,London,Swimming,4x200m freestyle relay,Gold,Men
"William ""Willie"" Foster",Great Britain,GBR,Summer,1912,Stockholm,Swimming,4x200m freestyle relay,Bronze,Men
Catherine Mai-Lan Fox,United States,USA,Summer,1996,Atlanta,Swimming,4x100m freestyle relay,Gold,Women
Catherine Mai-Lan Fox,United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Women
David Ashley Fox,United States,USA,Summer,1996,Atlanta,Swimming,4x100m freestyle relay,Gold,Men
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2012,London,Swimming,4x100m freestyle relay,Bronze,Women
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2012,London,Swimming,4x200m freestyle relay,Gold,Women
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2012,London,Swimming,100m backstroke,Gold,Women
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2012,London,Swimming,200m backstroke,Gold,Women
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2012,London,Swimming,4x100m medley relay,Gold,Women
"Melissa Jeanette ""Missy"" Franklin",United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Gold,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1956,Melbourne,Swimming,100m freestyle,Gold,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1956,Melbourne,Swimming,400m freestyle,Silver,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1956,Melbourne,Swimming,4x100m freestyle relay,Gold,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1960,Roma,Swimming,100m freestyle,Gold,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1960,Roma,Swimming,4x100m freestyle relay,Silver,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1960,Roma,Swimming,4x100m medley relay,Silver,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1964,Tokyo,Swimming,100m freestyle,Gold,Women
Dawn Lorraine Fraser,Australia,AUS,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Silver,Women
Elizabeth Fraser (-Walker),Australia,AUS,Summer,1956,Melbourne,Swimming,4x100m freestyle relay,Gold,Women
Mavis Anne Freeman,United States,USA,Summer,1936,Berlin,Swimming,4x100m freestyle relay,Bronze,Women
Meike Freitag,Germany,GER,Summer,1996,Atlanta,Swimming,4x100m freestyle relay,Bronze,Women
Meike Freitag,Germany,GER,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Silver,Women
Meike Freitag,Germany,GER,Summer,2000,Sydney,Swimming,4x200m freestyle relay,Bronze,Women
Antoaneta Nikolova Frenkeva,Bulgaria,BUL,Summer,1988,Seoul,Swimming,100m breaststroke,Silver,Women
Antoaneta Nikolova Frenkeva,Bulgaria,BUL,Summer,1988,Seoul,Swimming,200m breaststroke,Bronze,Women
Heike Friedrich,East Germany,GDR,Summer,1988,Seoul,Swimming,200m freestyle,Gold,Women
Heike Friedrich,East Germany,GDR,Summer,1988,Seoul,Swimming,400m freestyle,Silver,Women
Heike Friedrich,East Germany,GDR,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Gold,Women
Lotte Friis,Denmark,DEN,Summer,2008,Beijing,Swimming,800m freestyle,Bronze,Women
Lars Arne Frlander,Sweden,SWE,Summer,1992,Barcelona,Swimming,4x200m freestyle relay,Silver,Men
Lars Arne Frlander,Sweden,SWE,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Silver,Men
Lars Arne Frlander,Sweden,SWE,Summer,2000,Sydney,Swimming,100m butterfly,Gold,Men
Uta Frommater,West Germany,FRG,Summer,1968,Mexico City,Swimming,4x100m medley relay,Bronze,Women
Fu Yuanhui,China,CHN,Summer,2016,Rio de Janeiro,Swimming,100m backstroke,Bronze,Women
Brbel Fuhrmann (-von Fircks),Germany,GER,Summer,1960,Roma,Swimming,4x100m medley relay,Bronze,Women
Takuro Fujii,Japan,JPN,Summer,2008,Beijing,Swimming,4x100m medley relay,Bronze,Men
Takuro Fujii,Japan,JPN,Summer,2012,London,Swimming,4x100m medley relay,Silver,Men
Tatsuo Fujimoto,Japan,JPN,Summer,1960,Roma,Swimming,4x200m freestyle relay,Silver,Men
Makoto Fukui,Japan,JPN,Summer,1960,Roma,Swimming,4x200m freestyle relay,Silver,Men
Makoto Fukui,Japan,JPN,Summer,1964,Tokyo,Swimming,4x200m freestyle relay,Bronze,Men
Bruce MacFarlane Furniss,United States,USA,Summer,1976,Montreal,Swimming,200m freestyle,Gold,Men
Bruce MacFarlane Furniss,United States,USA,Summer,1976,Montreal,Swimming,4x200m freestyle relay,Gold,Men
"Steven Charles ""Steve"" Furniss",United States,USA,Summer,1972,Munich,Swimming,200m individual medley,Bronze,Men
Masaru Furukawa,Japan,JPN,Summer,1956,Melbourne,Swimming,200m breaststroke,Gold,Men
"Christopher John ""Chris"" Fydler",Australia,AUS,Summer,2000,Sydney,Swimming,4x100m freestyle relay,Gold,Men
"Geoffrey Steven ""Geoff"" Gaberino",United States,USA,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Gold,Men
"Francis ""Frank"" Gailey",Australia,AUS,Summer,1904,St. Louis,Swimming,220 yard freestyle,Silver,Men
"Francis ""Frank"" Gailey",Australia,AUS,Summer,1904,St. Louis,Swimming,440 yard freestyle,Silver,Men
"Francis ""Frank"" Gailey",Australia,AUS,Summer,1904,St. Louis,Swimming,880 yard freestyle,Silver,Men
"Francis ""Frank"" Gailey",Australia,AUS,Summer,1904,St. Louis,Swimming,one mile freestyle,Bronze,Men
"Ambrose ""Rowdy"" Gaines, IV",United States,USA,Summer,1984,Los Angeles,Swimming,100m freestyle,Gold,Men
"Ambrose ""Rowdy"" Gaines, IV",United States,USA,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Gold,Men
"Ambrose ""Rowdy"" Gaines, IV",United States,USA,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Gold,Men
Felicity Madeline Galvez,Australia,AUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Gold,Women
Felicity Madeline Galvez,Australia,AUS,Summer,2008,Beijing,Swimming,4x100m medley relay,Gold,Women
Mark Daniel Gangloff,United States,USA,Summer,2004,Athina,Swimming,4x100m medley relay,Gold,Men
Mark Daniel Gangloff,United States,USA,Summer,2008,Beijing,Swimming,4x100m medley relay,Gold,Men
Nancy Ellen Garapick,Canada,CAN,Summer,1976,Montreal,Swimming,100m backstroke,Bronze,Women
Nancy Ellen Garapick,Canada,CAN,Summer,1976,Montreal,Swimming,200m backstroke,Bronze,Women
Eleanor Agnes Garatti-Saville,United States,USA,Summer,1928,Amsterdam,Swimming,100m freestyle,Silver,Women
Eleanor Agnes Garatti-Saville,United States,USA,Summer,1928,Amsterdam,Swimming,4x100m freestyle relay,Gold,Women
Eleanor Agnes Garatti-Saville,United States,USA,Summer,1932,Los Angeles,Swimming,100m freestyle,Bronze,Women
Eleanor Agnes Garatti-Saville,United States,USA,Summer,1932,Los Angeles,Swimming,4x100m freestyle relay,Gold,Women
Murray Garretty,Australia,AUS,Summer,1956,Melbourne,Swimming,4x200m freestyle relay,Gold,Men
"Terrence Steven ""Terry"" Gathercole",Australia,AUS,Summer,1960,Roma,Swimming,4x100m medley relay,Silver,Men
Ines Geiler (-Kaulfuss),East Germany,GDR,Summer,1980,Moskva,Swimming,200m butterfly,Gold,Women
Martha Ludowika Genenger (-Engfeld),Germany,GER,Summer,1936,Berlin,Swimming,200m breaststroke,Silver,Women
"Robert Steven ""Steve"" Genter",United States,USA,Summer,1972,Munich,Swimming,200m freestyle,Silver,Men
"Robert Steven ""Steve"" Genter",United States,USA,Summer,1972,Munich,Swimming,400m freestyle,Silver,Men
"Robert Steven ""Steve"" Genter",United States,USA,Summer,1972,Munich,Swimming,4x200m freestyle relay,Gold,Men
Agnes Geraghty (-McAndrews),United States,USA,Summer,1924,Paris,Swimming,200m breaststroke,Silver,Women
va Grard-Novk,Hungary,HUN,Summer,1948,London,Swimming,200m breaststroke,Bronze,Women
va Grard-Novk,Hungary,HUN,Summer,1952,Helsinki,Swimming,400m freestyle,Silver,Women
va Grard-Novk,Hungary,HUN,Summer,1952,Helsinki,Swimming,4x100m freestyle relay,Gold,Women
va Grard-Novk,Hungary,HUN,Summer,1952,Helsinki,Swimming,200m breaststroke,Silver,Women
Aleksandra Viktorovna Gerasimenya,Belarus,BLR,Summer,2012,London,Swimming,50m freestyle,Silver,Women
Aleksandra Viktorovna Gerasimenya,Belarus,BLR,Summer,2012,London,Swimming,100m freestyle,Silver,Women
Aleksandra Viktorovna Gerasimenya,Belarus,BLR,Summer,2016,Rio de Janeiro,Swimming,50m freestyle,Bronze,Women
Marcel Gery,Canada,CAN,Summer,1992,Barcelona,Swimming,4x100m medley relay,Bronze,Men
Ute Geweniger (-Strauss),East Germany,GDR,Summer,1980,Moskva,Swimming,100m breaststroke,Gold,Women
Ute Geweniger (-Strauss),East Germany,GDR,Summer,1980,Moskva,Swimming,4x100m medley relay,Gold,Women
"Spyridon ""Spyros"" Gianniotis",Greece,GRE,Summer,2016,Rio de Janeiro,Swimming,10 kilom open water,Silver,Men
"Robert Jerome ""Bob"" Gibe",United States,USA,Summer,1948,London,Swimming,4x200m freestyle relay,Gold,Men
"Catherine ""Cathie"" Gibson (-Brown)",Great Britain,GBR,Summer,1948,London,Swimming,400m freestyle,Bronze,Women
Cheryl Ann Gibson (-Brokop),Canada,CAN,Summer,1976,Montreal,Swimming,400m individual medley,Silver,Women
Margaret Percival Gibson (-Messenger),Australia,AUS,Summer,1956,Melbourne,Swimming,4x100m freestyle relay,Gold,Women
Edwin Fisher Eddie Gilbert,United States,USA,Summer,1948,London,Swimming,4x200m freestyle relay,Gold,Men
"John David ""Dave"" Gillanders",United States,USA,Summer,1960,Roma,Swimming,200m butterfly,Bronze,Men
"John David ""Dave"" Gillanders",United States,USA,Summer,1960,Roma,Swimming,4x100m medley relay,Gold,Men
"Nicholas ""Nick"" Gillingham",Great Britain,GBR,Summer,1988,Seoul,Swimming,200m breaststroke,Silver,Men
"Nicholas ""Nick"" Gillingham",Great Britain,GBR,Summer,1992,Barcelona,Swimming,200m breaststroke,Bronze,Men
Ralph Albert Gilman,United States,USA,Summer,1936,Berlin,Swimming,4x200m freestyle relay,Silver,Men
Fabien Pierre Aurlien Dominique Gilot,France,FRA,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Silver,Men
Fabien Pierre Aurlien Dominique Gilot,France,FRA,Summer,2012,London,Swimming,4x100m freestyle relay,Gold,Men
Fabien Pierre Aurlien Dominique Gilot,France,FRA,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Silver,Men
"Douglas Seneca ""Doug"" Gjertsen",United States,USA,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Gold,Men
"Douglas Seneca ""Doug"" Gjertsen",United States,USA,Summer,1988,Seoul,Swimming,4x200m freestyle relay,Gold,Men
"Douglas Seneca ""Doug"" Gjertsen",United States,USA,Summer,1992,Barcelona,Swimming,4x200m freestyle relay,Bronze,Men
"Harrison Smith ""Harry"" Glancy",United States,USA,Summer,1924,Paris,Swimming,4x200m freestyle relay,Gold,Men
Barbara Gbel (-Ballerstedt),Germany,GER,Summer,1960,Roma,Swimming,200m breaststroke,Bronze,Women
Hugo Louis Goetz,Chicago Athletic Association,USA,Summer,1904,St. Louis,Swimming,4 x 50 yard freestyle relay,Silver,Men
Scott Daniel Goldblatt,United States,USA,Summer,2000,Sydney,Swimming,4x200m freestyle relay,Silver,Men
Scott Daniel Goldblatt,United States,USA,Summer,2004,Athina,Swimming,4x200m freestyle relay,Gold,Men
Brian Stuart Goodell,United States,USA,Summer,1976,Montreal,Swimming,400m freestyle,Gold,Men
Brian Stuart Goodell,United States,USA,Summer,1976,Montreal,Swimming,1500m freestyle,Gold,Men
Duncan Alexander Goodhew,Great Britain,GBR,Summer,1980,Moskva,Swimming,100m breaststroke,Gold,Men
Duncan Alexander Goodhew,Great Britain,GBR,Summer,1980,Moskva,Swimming,4x100m medley relay,Bronze,Men
Scott Linton Goodman,Australia,AUS,Summer,1996,Atlanta,Swimming,200m butterfly,Bronze,Men
"Leo Joseph ""Budd"" Goodwin",New York Athletic Club #1,USA,Summer,1904,St. Louis,Swimming,4 x 50 yard freestyle relay,Gold,Men
"Leo Joseph ""Budd"" Goodwin",United States,USA,Summer,1904,St. Louis,Swimming,plunge for distance,Bronze,Men
"Leo Joseph ""Budd"" Goodwin",United States,USA,Summer,1908,London,Swimming,4x200m freestyle relay,Bronze,Men
"Helen Orr ""Elenor"" Gordon-McKay",Great Britain,GBR,Summer,1952,Helsinki,Swimming,200m breaststroke,Bronze,Women
Kennedy Goss,Canada,CAN,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Bronze,Women
"Donald Alexander ""Sandy"" Goss",Canada,CAN,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Silver,Men
"Donald Alexander ""Sandy"" Goss",Canada,CAN,Summer,1988,Seoul,Swimming,4x100m medley relay,Silver,Men
Toru Goto,Japan,JPN,Summer,1952,Helsinki,Swimming,4x200m freestyle relay,Silver,Men
Daniela Gtz,Germany,GER,Summer,2004,Athina,Swimming,4x100m medley relay,Bronze,Women
Janina-Kristin Gtz,Germany,GER,Summer,2004,Athina,Swimming,4x200m freestyle relay,Bronze,Women
"Shane Elizabeth Gould (-Innis, -Nelms)",Australia,AUS,Summer,1972,Munich,Swimming,100m freestyle,Bronze,Women
"Shane Elizabeth Gould (-Innis, -Nelms)",Australia,AUS,Summer,1972,Munich,Swimming,200m freestyle,Gold,Women
"Shane Elizabeth Gould (-Innis, -Nelms)",Australia,AUS,Summer,1972,Munich,Swimming,400m freestyle,Gold,Women
"Shane Elizabeth Gould (-Innis, -Nelms)",Australia,AUS,Summer,1972,Munich,Swimming,800m freestyle,Silver,Women
"Shane Elizabeth Gould (-Innis, -Nelms)",Australia,AUS,Summer,1972,Munich,Swimming,200m individual medley,Gold,Women
Cynthia Lee Goyette (-Shroeder),United States,USA,Summer,1964,Tokyo,Swimming,4x100m medley relay,Gold,Women
Detlev Grabs,East Germany,GDR,Summer,1980,Moskva,Swimming,4x200m freestyle relay,Silver,Men
"Jedward Richard ""Jed"" Graef",United States,USA,Summer,1964,Tokyo,Swimming,200m backstroke,Gold,Men
Elka Graham (-Whalan),Australia,AUS,Summer,2000,Sydney,Swimming,4x200m freestyle relay,Silver,Women
Andrey Vladimirovich Grechin,Russia,RUS,Summer,2012,London,Swimming,4x100m freestyle relay,Bronze,Men
"Steven Garrett ""Steve"" Gregg",United States,USA,Summer,1976,Montreal,Swimming,200m butterfly,Silver,Men
Horst-Gnter Gregor,Germany,GER,Summer,1964,Tokyo,Swimming,4x200m freestyle relay,Silver,Men
Horst-Gnter Gregor,Germany,GER,Summer,1964,Tokyo,Swimming,4x100m medley relay,Silver,Men
Horst-Gnter Gregor,East Germany,GDR,Summer,1968,Mexico City,Swimming,4x100m medley relay,Silver,Men
"Matthew ""Matt"" Grevers",United States,USA,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Gold,Men
"Matthew ""Matt"" Grevers",United States,USA,Summer,2008,Beijing,Swimming,100m backstroke,Silver,Men
"Matthew ""Matt"" Grevers",United States,USA,Summer,2008,Beijing,Swimming,4x100m medley relay,Gold,Men
"Matthew ""Matt"" Grevers",United States,USA,Summer,2012,London,Swimming,4x100m freestyle relay,Silver,Men
"Matthew ""Matt"" Grevers",United States,USA,Summer,2012,London,Swimming,100m backstroke,Gold,Men
"Matthew ""Matt"" Grevers",United States,USA,Summer,2012,London,Swimming,4x100m medley relay,Gold,Men
Julia Emma Greville (-Radley),Australia,AUS,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Bronze,Women
Martina Grimaldi,Italy,ITA,Summer,2012,London,Swimming,10 kilom open water,Bronze,Women
"Judith Brenda Grinham (-Rowley, -Roe)",Great Britain,GBR,Summer,1956,Melbourne,Swimming,100m backstroke,Gold,Women
Alla Vladimirovna Grishchenkova,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x100m medley relay,Bronze,Women
Igor Anatolyevich Grivennikov,Soviet Union,URS,Summer,1972,Munich,Swimming,4x100m freestyle relay,Silver,Men
Igor Anatolyevich Grivennikov,Soviet Union,URS,Summer,1972,Munich,Swimming,4x200m freestyle relay,Bronze,Men
dn Grf,Hungary,HUN,Summer,1936,Berlin,Swimming,4x200m freestyle relay,Bronze,Men
Chantal Groot,Netherlands,NED,Summer,2000,Sydney,Swimming,4x100m freestyle relay,Silver,Women
Chantal Groot,Netherlands,NED,Summer,2004,Athina,Swimming,4x100m freestyle relay,Bronze,Women
Michael Gro,West Germany,FRG,Summer,1984,Los Angeles,Swimming,200m freestyle,Gold,Men
Michael Gro,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4x200m freestyle relay,Silver,Men
Michael Gro,West Germany,FRG,Summer,1984,Los Angeles,Swimming,100m butterfly,Gold,Men
Michael Gro,West Germany,FRG,Summer,1984,Los Angeles,Swimming,200m butterfly,Silver,Men
Michael Gro,West Germany,FRG,Summer,1988,Seoul,Swimming,4x200m freestyle relay,Bronze,Men
Michael Gro,West Germany,FRG,Summer,1988,Seoul,Swimming,200m butterfly,Gold,Men
Kurt David Grote,United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Men
Madeline Groves,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,200m butterfly,Silver,Women
Madeline Groves,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Silver,Women
"Martina Grunert (-Koch, -Abresch)",East Germany,GDR,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Silver,Women
Irene May Guest (-Loog),United States,USA,Summer,1920,Antwerpen,Swimming,100m freestyle,Silver,Women
Irene May Guest (-Loog),United States,USA,Summer,1920,Antwerpen,Swimming,4x100m freestyle relay,Gold,Women
Donna-Marie Gurr,Canada,CAN,Summer,1972,Munich,Swimming,200m backstroke,Bronze,Women
Sergey Gusev,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Silver,Men
Sergey Gusev,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x100m medley relay,Bronze,Men
Tina Isabel Gustafsson,Sweden,SWE,Summer,1980,Moskva,Swimming,4x100m freestyle relay,Silver,Women
Linda Lee Gustavson (-McGuire),United States,USA,Summer,1968,Mexico City,Swimming,100m freestyle,Bronze,Women
Linda Lee Gustavson (-McGuire),United States,USA,Summer,1968,Mexico City,Swimming,400m freestyle,Silver,Women
Linda Lee Gustavson (-McGuire),United States,USA,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Gold,Women
Kroly Gttler,Hungary,HUN,Summer,1988,Seoul,Swimming,100m breaststroke,Silver,Men
Kroly Gttler,Hungary,HUN,Summer,1996,Atlanta,Swimming,200m breaststroke,Silver,Men
James George Guy,Great Britain,GBR,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Silver,Men
James George Guy,Great Britain,GBR,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Silver,Men
Andrea Gyarmati (-Hesz),Hungary,HUN,Summer,1972,Munich,Swimming,100m backstroke,Silver,Women
Andrea Gyarmati (-Hesz),Hungary,HUN,Summer,1972,Munich,Swimming,100m butterfly,Bronze,Women
Valria Gyenge (-Garai),Hungary,HUN,Summer,1952,Helsinki,Swimming,400m freestyle,Gold,Women
Jane Hilda Charlotta Gylling (-Palm),Sweden,SWE,Summer,1920,Antwerpen,Swimming,4x100m freestyle relay,Bronze,Women
Dniel Gyurta,Hungary,HUN,Summer,2004,Athina,Swimming,200m breaststroke,Silver,Men
Dniel Gyurta,Hungary,HUN,Summer,2012,London,Swimming,200m breaststroke,Gold,Men
Francis Townley Haas,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Gold,Men
"Robert William ""Bobby"" Hackett, Jr.",United States,USA,Summer,1976,Montreal,Swimming,1500m freestyle,Silver,Men
Grant George Hackett,Australia,AUS,Summer,2000,Sydney,Swimming,1500m freestyle,Gold,Men
Grant George Hackett,Australia,AUS,Summer,2000,Sydney,Swimming,4x200m freestyle relay,Gold,Men
Grant George Hackett,Australia,AUS,Summer,2004,Athina,Swimming,400m freestyle,Silver,Men
Grant George Hackett,Australia,AUS,Summer,2004,Athina,Swimming,1500m freestyle,Gold,Men
Grant George Hackett,Australia,AUS,Summer,2004,Athina,Swimming,4x200m freestyle relay,Silver,Men
Grant George Hackett,Australia,AUS,Summer,2008,Beijing,Swimming,1500m freestyle,Silver,Men
Grant George Hackett,Australia,AUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Bronze,Men
Annette Hadding,Germany,GER,Summer,1992,Barcelona,Swimming,4x100m freestyle relay,Bronze,Women
Toby Christian Haenen,Australia,AUS,Summer,1996,Atlanta,Swimming,4x100m medley relay,Bronze,Men
Kosuke Hagino,Japan,JPN,Summer,2012,London,Swimming,400m individual medley,Bronze,Men
Kosuke Hagino,Japan,JPN,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Bronze,Men
Kosuke Hagino,Japan,JPN,Summer,2016,Rio de Janeiro,Swimming,200m individual medley,Silver,Men
Kosuke Hagino,Japan,JPN,Summer,2016,Rio de Janeiro,Swimming,400m individual medley,Gold,Men
Max Otto Hainle,Deutscher Schwimm Verband Berlin,GER,Summer,1900,Paris,Swimming,200m team,Gold,Men
Nicole Lee Haislett (-Bacher),United States,USA,Summer,1992,Barcelona,Swimming,200m freestyle,Gold,Women
Nicole Lee Haislett (-Bacher),United States,USA,Summer,1992,Barcelona,Swimming,4x100m freestyle relay,Gold,Women
Nicole Lee Haislett (-Bacher),United States,USA,Summer,1992,Barcelona,Swimming,4x100m medley relay,Gold,Women
Paul William Hait,United States,USA,Summer,1960,Roma,Swimming,4x100m medley relay,Gold,Men
Alfrd (Arnold-) Hajs (Guttmann-),Hungary,HUN,Summer,1896,Athina,Swimming,100m freestyle,Gold,Men
Alfrd (Arnold-) Hajs (Guttmann-),Hungary,HUN,Summer,1896,Athina,Swimming,1200m freestyle,Gold,Men
Henrik Hajs (Guttmann-),Hungary,HUN,Summer,1906,Athina,Swimming,4 x 250m freestyle relay,Gold,Men
Ruth Halbsguth (-Hoffmann),Germany,GER,Summer,1936,Berlin,Swimming,4x100m freestyle relay,Silver,Women
"Gary Wayne Hall, Sr.",United States,USA,Summer,1968,Mexico City,Swimming,400m individual medley,Silver,Men
"Gary Wayne Hall, Sr.",United States,USA,Summer,1972,Munich,Swimming,200m butterfly,Silver,Men
"Gary Wayne Hall, Sr.",United States,USA,Summer,1972,Munich,Swimming,4x100m medley relay,Gold,Men
"Gary Wayne Hall, Sr.",United States,USA,Summer,1976,Montreal,Swimming,100m butterfly,Bronze,Men
Kaye Marie Hall (-Greff),United States,USA,Summer,1968,Mexico City,Swimming,100m backstroke,Gold,Women
Kaye Marie Hall (-Greff),United States,USA,Summer,1968,Mexico City,Swimming,200m backstroke,Bronze,Women
Kaye Marie Hall (-Greff),United States,USA,Summer,1968,Mexico City,Swimming,4x100m medley relay,Gold,Women
"Gary Wayne Hall, Jr.",United States,USA,Summer,1996,Atlanta,Swimming,50m freestyle,Silver,Men
"Gary Wayne Hall, Jr.",United States,USA,Summer,1996,Atlanta,Swimming,100m freestyle,Silver,Men
"Gary Wayne Hall, Jr.",United States,USA,Summer,1996,Atlanta,Swimming,4x100m freestyle relay,Gold,Men
"Gary Wayne Hall, Jr.",United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Men
"Gary Wayne Hall, Jr.",United States,USA,Summer,2000,Sydney,Swimming,50m freestyle,Gold,Men
"Gary Wayne Hall, Jr.",United States,USA,Summer,2000,Sydney,Swimming,100m freestyle,Bronze,Men
"Gary Wayne Hall, Jr.",United States,USA,Summer,2000,Sydney,Swimming,4x100m freestyle relay,Silver,Men
"Gary Wayne Hall, Jr.",United States,USA,Summer,2000,Sydney,Swimming,4x100m medley relay,Gold,Men
"Gary Wayne Hall, Jr.",United States,USA,Summer,2004,Athina,Swimming,50m freestyle,Gold,Men
"Gary Wayne Hall, Jr.",United States,USA,Summer,2004,Athina,Swimming,4x100m freestyle relay,Bronze,Men
Jeanne Courtney Hallock (-Craig),United States,USA,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Gold,Women
Yoshihiro Hamaguchi,Japan,JPN,Summer,1952,Helsinki,Swimming,4x200m freestyle relay,Silver,Men
Graham Hamilton,Australia,AUS,Summer,1956,Melbourne,Swimming,4x200m freestyle relay,Gold,Men
David Thurwell Hammond,Chicago Athletic Association,USA,Summer,1904,St. Louis,Swimming,4 x 50 yard freestyle relay,Silver,Men
Tetsuo Hamuro,Japan,JPN,Summer,1936,Berlin,Swimming,200m breaststroke,Gold,Men
Han Xue,China,CHN,Summer,1996,Atlanta,Swimming,4x100m medley relay,Bronze,Women
"Louis de Breda ""Lou"" Handley",New York Athletic Club #1,USA,Summer,1904,St. Louis,Swimming,4 x 50 yard freestyle relay,Gold,Men
